Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1639064112.4514894,165280,1639064112,447222544,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942911863327026,0.30186930298805237,-0.42823630571365356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.946485996246338,-9.495404243469238,-1.0414776802062988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.4591434,165281,1639064112,456559354,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2712599039077759,0.26152241230010986,-0.6881608366966248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.578555107116699,-8.372523307800293,-0.8547300100326538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.4651592,165282,1639064112,462833225,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6335830688476562,0.18628811836242676,-1.0048106908798218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8714241981506348,-6.7492547035217285,-0.4357447028160095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.4746299,165283,1639064112,472817022,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9524965286254883,0.012916331179440022,-1.2819125652313232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.87776517868042,-4.584896087646484,-0.5363011956214905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.4942687,165284,1639064112,482802818,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013749361038208,-0.44847631454467773,-1.3274526596069336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.169015884399414,-1.7334020137786865,0.2992752194404602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.4986565,165285,1639064112,496348541,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8413095474243164,-0.9458216428756714,-1.1404987573623657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.055646896362305,2.8371288776397705,0.7876923680305481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.5040984,165286,1639064112,502736411,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8534269332885742,-0.8491489291191101,-1.0745855569839478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.337321281433105,6.279991149902344,-0.1867477297782898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.5140471,165287,1639064112,512735207,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6546390056610107,-0.8424910306930542,-1.4223943948745728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.031574249267578,18.4066219329834,-5.116408824920654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.524136,165288,1639064112,522742002,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.642521619796753,-1.349157452583313,-2.237854242324829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.86313819885254,19.612701416015625,-3.220201253890991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.5342438,165289,1639064112,532799797,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4458301067352295,-2.1443772315979004,-3.1655664443969727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.358803749084473,19.612701416015625,2.451662540435791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.5483506,165290,1639064112,542727594,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25553029775619507,-1.1655324697494507,-3.8911447525024414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.25268268585205,19.612701416015625,2.7054479122161865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.565953,165291,1639064112,552818388,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05699164792895317,-0.46658581495285034,-4.05186653137207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.613300323486328,18.03791618347168,7.271190643310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639064112.582023,165292,1639064112,569646045,base_imu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5893745422363281,-1.7714016437530518,-3.8265631198883057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.613300323486328,16.814477920532227,2.6001029014587402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
