Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1639064112.425562,406,1639064112,417475938,/gps,0,1,23.9477975,90.3802055,-42.5,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064113.3662157,407,1639064113,342286109,/gps,0,1,23.947771833333334,90.38020833333333,-42.5,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064114.3476639,408,1639064114,336225986,/gps,0,1,23.947745666666666,90.38022683333334,-42.5,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064115.3530943,409,1639064115,338670969,/gps,0,1,23.947719,90.38023266666667,-42.5,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064116.3660228,410,1639064116,337363958,/gps,0,1,23.947698666666668,90.38022666666667,-42.5,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064117.2362943,411,1639064117,226227998,/gps,0,1,23.947675333333333,90.38022,-42.400000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064118.234777,412,1639064118,226078987,/gps,0,1,23.947648666666666,90.38021,-42.400000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064119.2354708,413,1639064119,225562095,/gps,0,1,23.947620833333332,90.38021033333334,-42.400000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064120.2277489,414,1639064120,224653959,/gps,0,1,23.947592333333333,90.38022316666667,-42.5,2.0164,0.0,0.0,0.0,2.0164,0.0,0.0,0.0,8.0656,1
1639064121.2274039,415,1639064121,224519968,/gps,0,1,23.947574,90.38023666666666,-42.400000000000006,2.0164,0.0,0.0,0.0,2.0164,0.0,0.0,0.0,8.0656,1
1639064122.2356317,416,1639064122,226571083,/gps,0,1,23.9475545,90.380235,-42.400000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064123.2349577,417,1639064123,225789070,/gps,0,1,23.947533,90.38024916666667,-42.5,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064124.2353046,418,1639064124,226059913,/gps,0,1,23.947511666666667,90.38024633333333,-42.5,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064125.2367105,419,1639064125,233673095,/gps,0,1,23.947488666666665,90.38024766666666,-42.5,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064126.2442856,420,1639064126,235516071,/gps,0,1,23.947460333333332,90.38025833333333,-42.5,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064127.3063204,421,1639064127,285286903,/gps,0,1,23.9474365,90.38027,-42.6,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064128.3643465,422,1639064128,352956056,/gps,0,1,23.947417166666668,90.38027333333334,-42.6,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064129.351622,423,1639064129,341770887,/gps,0,1,23.947400000000002,90.38026716666667,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064130.3675869,424,1639064130,339540958,/gps,0,1,23.94738,90.3802725,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064131.385131,425,1639064131,372885942,/gps,0,1,23.9473535,90.38028583333333,-42.800000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064132.240951,426,1639064132,230561017,/gps,0,1,23.9473275,90.38027616666666,-42.800000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064133.2489762,427,1639064133,237891912,/gps,0,1,23.9473065,90.38026383333333,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064134.24028,428,1639064134,237314939,/gps,0,1,23.947276666666667,90.38025533333334,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064135.2411053,429,1639064135,238385915,/gps,0,1,23.947251666666666,90.380253,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064136.2410517,430,1639064136,238244056,/gps,0,1,23.947236166666666,90.38026216666667,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064137.2404711,431,1639064137,237716913,/gps,0,1,23.947214833333334,90.3802725,-42.6,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064138.2405078,432,1639064138,237783908,/gps,0,1,23.947193666666667,90.38027933333333,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064139.249119,433,1639064139,240039110,/gps,0,1,23.947182166666668,90.38026666666667,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064140.240496,434,1639064140,237256050,/gps,0,1,23.947185166666667,90.380249,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064141.2485805,435,1639064141,239144086,/gps,0,1,23.947206666666666,90.38022716666667,-42.800000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064142.2792375,436,1639064142,270314931,/gps,0,1,23.9472395,90.38023633333333,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064143.3729084,437,1639064143,354104995,/gps,0,1,23.947266166666665,90.38024783333333,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064144.3699791,438,1639064144,352143049,/gps,0,1,23.947288166666667,90.3802385,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064145.3779428,439,1639064145,343039989,/gps,0,1,23.94731133333333,90.38022183333334,-42.7,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064146.3850684,440,1639064146,358413934,/gps,0,1,23.947339166666666,90.38019183333333,-42.800000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064147.33661,441,1639064147,327121019,/gps,0,1,23.947357166666666,90.380179,-42.900000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064148.237021,442,1639064148,233948945,/gps,0,1,23.947377333333332,90.38018033333333,-42.900000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064149.2378068,443,1639064149,234798908,/gps,0,1,23.947401666666668,90.38018433333333,-42.900000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064150.227114,444,1639064150,224308967,/gps,0,1,23.9474245,90.38018733333334,-43.0,3.7636,0.0,0.0,0.0,3.7636,0.0,0.0,0.0,15.0544,1
1639064151.2352688,445,1639064151,226185083,/gps,0,1,23.947459833333333,90.38018433333333,-43.0,3.7636,0.0,0.0,0.0,3.7636,0.0,0.0,0.0,15.0544,1
1639064152.2357366,446,1639064152,226639032,/gps,0,1,23.947482166666667,90.38018683333334,-43.1,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064153.2359247,447,1639064153,226902961,/gps,0,1,23.9475005,90.38017216666667,-43.0,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064154.2472885,448,1639064154,238080978,/gps,0,1,23.947531333333334,90.3801675,-43.0,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064155.2394748,449,1639064155,235548019,/gps,0,1,23.947562833333333,90.38017183333334,-43.0,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064156.236894,450,1639064156,234072923,/gps,0,1,23.947613333333333,90.380168,-43.0,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064157.2539117,451,1639064157,243515968,/gps,0,1,23.9476515,90.38016283333333,-43.0,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064158.3906014,452,1639064158,349566936,/gps,0,1,23.947673833333333,90.3801445,-43.0,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064159.3808427,453,1639064159,359731912,/gps,0,1,23.947693666666666,90.3801155,-43.0,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064160.3707602,454,1639064160,355308055,/gps,0,1,23.947711666666667,90.38011333333333,-43.0,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064161.3666217,455,1639064161,352947950,/gps,0,1,23.947735833333333,90.38012483333333,-43.1,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064162.245582,456,1639064162,235492944,/gps,0,1,23.947755833333332,90.38015233333333,-43.1,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064163.2266989,457,1639064163,223851919,/gps,0,1,23.947776333333334,90.38017033333334,-43.1,2.0448999999999997,0.0,0.0,0.0,2.0448999999999997,0.0,0.0,0.0,8.179599999999999,1
1639064164.227985,458,1639064164,225187063,/gps,0,1,23.9477935,90.38017133333334,-43.1,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064165.2348492,459,1639064165,225927114,/gps,0,1,23.94781516666667,90.38015883333334,-43.1,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064166.2352388,460,1639064166,226130962,/gps,0,1,23.947840333333332,90.38014033333333,-43.1,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064167.236672,461,1639064167,227272987,/gps,0,1,23.947866833333332,90.38014133333333,-43.1,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064168.2273788,462,1639064168,224493980,/gps,0,1,23.947891833333333,90.3801475,-43.2,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064169.2347782,463,1639064169,226042985,/gps,0,1,23.9479155,90.38014966666667,-43.2,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064170.2346394,464,1639064170,225900888,/gps,0,1,23.94792916666667,90.380136,-43.2,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064171.2269983,465,1639064171,224221944,/gps,0,1,23.9479385,90.38013333333333,-43.300000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064172.22706,466,1639064172,223839044,/gps,0,1,23.947948333333333,90.38013483333333,-43.300000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064173.3496006,467,1639064173,328480005,/gps,0,1,23.947961166666666,90.38013816666667,-43.300000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064174.3441072,468,1639064174,335170030,/gps,0,1,23.9479695,90.3801455,-43.300000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064175.3395848,469,1639064175,330488920,/gps,0,1,23.947974833333333,90.38016016666667,-43.300000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064176.3456943,470,1639064176,337285995,/gps,0,1,23.9479725,90.38017833333333,-43.300000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064177.3186932,471,1639064177,314847946,/gps,0,1,23.947966333333333,90.38018633333333,-43.300000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064178.2286878,472,1639064178,225326061,/gps,0,1,23.947958333333332,90.38018616666666,-43.300000000000004,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064179.2280104,473,1639064179,224895000,/gps,0,1,23.947954833333334,90.38018316666667,-43.400000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064180.2278845,474,1639064180,225138902,/gps,0,1,23.947949833333332,90.3801855,-43.400000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
1639064181.2372913,475,1639064181,227755069,/gps,0,1,23.947944666666668,90.38018433333333,-43.400000000000006,1.9320999999999997,0.0,0.0,0.0,1.9320999999999997,0.0,0.0,0.0,7.728399999999999,1
