Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1639063827.7448635,137100,1639063827,741266697,base_mag,467.4691162109375,75.24653625488281,211.63087463378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.752086,137101,1639063827,748883205,base_mag,465.58795166015625,66.78130340576172,226.68019104003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.7623522,137102,1639063827,758862561,base_mag,465.58795166015625,63.959556579589844,223.8584442138672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.7726097,137103,1639063827,768875915,base_mag,463.706787109375,59.25664520263672,230.44252014160156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.782071,137104,1639063827,778880269,base_mag,463.706787109375,53.613155364990234,230.44252014160156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.7920835,137105,1639063827,788866625,base_mag,459.9444580078125,48.910247802734375,237.9671630859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.8027318,137106,1639063827,798898977,base_mag,459.0038757324219,42.326175689697266,237.02658081054688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.813469,137107,1639063827,808863334,base_mag,454.30096435546875,43.26675796508789,240.78890991210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.8223324,137108,1639063827,818893687,base_mag,456.18212890625,34.80152130126953,249.254150390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.832079,137109,1639063827,828854044,base_mag,452.4197998046875,33.86094284057617,253.0164794921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.8423011,137110,1639063827,839011389,base_mag,451.4792175292969,31.039196014404297,255.83822631835938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.8521454,137111,1639063827,848861753,base_mag,448.657470703125,30.098613739013672,259.6005554199219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.862475,137112,1639063827,858901105,base_mag,445.8357238769531,34.80152130126953,249.254150390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.8720942,137113,1639063827,868877461,base_mag,444.8951416015625,31.979778289794922,263.3628845214844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.8825696,137114,1639063827,878895815,base_mag,441.1328125,35.742103576660156,253.95706176757812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.892266,137115,1639063827,888939166,base_mag,441.1328125,31.979778289794922,268.0657958984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.9021614,137116,1639063827,898863526,base_mag,440.1922302246094,31.979778289794922,268.0657958984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.9130197,137117,1639063827,908866880,base_mag,437.3704833984375,32.92036056518555,273.7092590332031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.922273,137118,1639063827,918884234,base_mag,437.3704833984375,32.92036056518555,275.5904235839844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639063827.9321454,137119,1639063827,928857590,base_mag,431.72698974609375,33.86094284057617,275.5904235839844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
